yearOfRegistration,Datasource,gender,ageBroad,majorityStatus,citizenship
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
2016,Case Management,Female,-99,-99,PH
